ExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,ExpenditureGroup1Key,ThaiExpenditureGroup1Name,EnglishExpenditureGroup1Name,ExpenditureGroup2Key,ThaiExpenditureGroup2Name,EnglishExpenditureGroup2Name,ExpenditureGroup3Key,ThaiExpenditureGroup3Name,EnglishExpenditureGroup3Name,ExpenditureGroup4Key,ThaiExpenditureGroup4Name,EnglishExpenditureGroup4Name,ExpenditureGroup5Key,ThaiExpenditureGroup5Name,EnglishExpenditureGroup5Name
EG7804A,น้ำมันดีเซล (B20) (ตัวเงิน),Diesel (B20) (cash),EG7804A,น้ำมันดีเซล (B20) (ตัวเงิน),Diesel (B20) (cash),EG78A,น้ำมันดีเซล (ตัวเงิน),Diesel (cash),EGA_803,ค่าใช้จ่ายในการเดินทางตามปกติ,Normal transportation,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG7804BC,น้ำมันดีเซล (B20) (สิ่งของ),Diesel (B20) (in-kind),EG7804BC,น้ำมันดีเซล (B20) (สิ่งของ),Diesel (B20) (in-kind),EG78BC,น้ำมันดีเซล (สิ่งของ),Diesel (in-kind),EGA_803,ค่าใช้จ่ายในการเดินทางตามปกติ,Normal transportation,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG781A,น้ำมันไบโอดีเซล (B5) (ตัวเงิน),Bio-diesel (B5) (cash),EG781A,น้ำมันไบโอดีเซล (B5) (ตัวเงิน),Bio-diesel (B5) (cash),EG781A,น้ำมันไบโอดีเซล (B5) (ตัวเงิน),Bio-diesel (B5) (cash),EGA_803,ค่าใช้จ่ายในการเดินทางตามปกติ,Normal transportation,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG781BC,น้ำมันไบโอดีเซล (B5) (สิ่งของ),Bio-diesel (B5) (in-kind),EG781BC,น้ำมันไบโอดีเซล (B5) (สิ่งของ),Bio-diesel (B5) (in-kind),EG781BC,น้ำมันไบโอดีเซล (B5) (สิ่งของ),Bio-diesel (B5) (in-kind),EGA_803,ค่าใช้จ่ายในการเดินทางตามปกติ,Normal transportation,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG782A,พลังงานทดแทนประเภทอื่น ๆ (ระบุ) (ตัวเงิน),Other types of alternative fuel (cash),EG782A,พลังงานทดแทนประเภทอื่น ๆ (ระบุ) (ตัวเงิน),Other types of alternative fuel (cash),EG782A,พลังงานทดแทนประเภทอื่น ๆ (ระบุ) (ตัวเงิน),Other types of alternative fuel (cash),EGA_803,ค่าใช้จ่ายในการเดินทางตามปกติ,Normal transportation,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG782BC,พลังงานทดแทนประเภทอื่น ๆ (ระบุ) (สิ่งของ),Other types of alternative fuel (in-kind),EG782BC,พลังงานทดแทนประเภทอื่น ๆ (ระบุ) (สิ่งของ),Other types of alternative fuel (in-kind),EG782BC,พลังงานทดแทนประเภทอื่น ๆ (ระบุ) (สิ่งของ),Other types of alternative fuel (in-kind),EGA_803,ค่าใช้จ่ายในการเดินทางตามปกติ,Normal transportation,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG79A,ค่าใช้จ่ายเดินทางไปเยี่ยมญาติ ทำบุญ (ตัวเงิน),"Visiting hometown / Relatives, (cash)",EG79A,ค่าใช้จ่ายเดินทางไปเยี่ยมญาติ ทำบุญ (ตัวเงิน),"Visiting hometown / Relatives, (cash)",EG79A,ค่าใช้จ่ายเดินทางไปเยี่ยมญาติ ทำบุญ (ตัวเงิน),"Visiting hometown / Relatives, (cash)",EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG79BC,ค่าใช้จ่ายเดินทางไปเยี่ยมญาติ ทำบุญ (สิ่งของ),"Visiting hometown / Relatives, (in-kind)",EG79BC,ค่าใช้จ่ายเดินทางไปเยี่ยมญาติ ทำบุญ (สิ่งของ),"Visiting hometown / Relatives, (in-kind)",EG79BC,ค่าใช้จ่ายเดินทางไปเยี่ยมญาติ ทำบุญ (สิ่งของ),"Visiting hometown / Relatives, (in-kind)",EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8001A,ค่าที่พัก: ในประเทศ (ตัวเงิน),Accommodation: Domestic (cash),EG8001A,ค่าที่พัก: ในประเทศ (ตัวเงิน),Accommodation: Domestic (cash),EG80A,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (ตัวเงิน),Personal trip (Domestic / Abroad) (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8001BC,ค่าที่พัก: ในประเทศ (สิ่งของ),Accommodation: Domestic (in-kind),EG8001BC,ค่าที่พัก: ในประเทศ (สิ่งของ),Accommodation: Domestic (in-kind),EG80BC,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (สิ่งของ),Personal trip (Domestic / Abroad) (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8002A,ค่าที่พัก: ต่างประเทศ (ตัวเงิน),Accommodation: Abroad (cash),EG8002A,ค่าที่พัก: ต่างประเทศ (ตัวเงิน),Accommodation: Abroad (cash),EG80A,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (ตัวเงิน),Personal trip (Domestic / Abroad) (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8002BC,ค่าที่พัก: ต่างประเทศ (สิ่งของ),Accommodation: Abroad (in-kind),EG8002BC,ค่าที่พัก: ต่างประเทศ (สิ่งของ),Accommodation: Abroad (in-kind),EG80BC,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (สิ่งของ),Personal trip (Domestic / Abroad) (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8003A,ค่าเครื่องบิน: ในประเทศในประเทศ (ตัวเงิน),Airfare: Domestic (cash),EG8003A,ค่าเครื่องบิน: ในประเทศในประเทศ (ตัวเงิน),Airfare: Domestic (cash),EG80A,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (ตัวเงิน),Personal trip (Domestic / Abroad) (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8003BC,ค่าเครื่องบิน: ในประเทศ (สิ่งของ),Airfare: Domestic (in-kind),EG8003BC,ค่าเครื่องบิน: ในประเทศ (สิ่งของ),Airfare: Domestic (in-kind),EG80BC,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (สิ่งของ),Personal trip (Domestic / Abroad) (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8004A,ค่าเครื่องบิน: ในประเทศต่างประเทศ (ตัวเงิน),Airfare: Abroad (cash),EG8004A,ค่าเครื่องบิน: ในประเทศต่างประเทศ (ตัวเงิน),Airfare: Abroad (cash),EG80A,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (ตัวเงิน),Personal trip (Domestic / Abroad) (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8004BC,ค่าเครื่องบิน: ในประเทศต่างประเทศ (สิ่งของ),Airfare: Abroad (in-kind),EG8004BC,ค่าเครื่องบิน: ในประเทศต่างประเทศ (สิ่งของ),Airfare: Abroad (in-kind),EG80BC,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (สิ่งของ),Personal trip (Domestic / Abroad) (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8005A,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ในประเทศ (ตัวเงิน),"Other expenses (e.g. vehicle, fuel cost, etc.): Domestic (cash)",EG8005A,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ในประเทศ (ตัวเงิน),"Other expenses (e.g. vehicle, fuel cost, etc.): Domestic (cash)",EG80A,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (ตัวเงิน),Personal trip (Domestic / Abroad) (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8005BC,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ในประเทศ (สิ่งของ),"Other expenses (e.g. vehicle, fuel cost, etc.): Domestic (in-kind)",EG8005BC,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ในประเทศ (สิ่งของ),"Other expenses (e.g. vehicle, fuel cost, etc.): Domestic (in-kind)",EG80BC,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (สิ่งของ),Personal trip (Domestic / Abroad) (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8006A,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ต่างประเทศ (ตัวเงิน),"Other expenses (e.g. vehicle, fuel cost, etc.): Abroad (cash)",EG8006A,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ต่างประเทศ (ตัวเงิน),"Other expenses (e.g. vehicle, fuel cost, etc.): Abroad (cash)",EG80A,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (ตัวเงิน),Personal trip (Domestic / Abroad) (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8006BC,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ต่างประเทศ (สิ่งของ),"Other expenses (e.g. vehicle, fuel cost, etc.): Abroad (in-kind)",EG8006BC,ค่าใช้จ่ายอื่น ๆ (เช่น ค่าพาหนะ/น้ำมันรถ ฯลฯ): ต่างประเทศ (สิ่งของ),"Other expenses (e.g. vehicle, fuel cost, etc.): Abroad (in-kind)",EG80BC,ค่าใช้จ่ายเดินทางท่องเที่ยวเอง (สิ่งของ),Personal trip (Domestic / Abroad) (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8101A,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ในประเทศ (ตัวเงิน),Package tour: Domestic (cash),EG8101A,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ในประเทศ (ตัวเงิน),Package tour: Domestic (cash),EG81A,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์ (ตัวเงิน),Package tour (Domestic / Abroad) (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8101BC,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ในประเทศ (สิ่งของ),Package tour: Domestic (in-kind),EG8101BC,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ในประเทศ (สิ่งของ),Package tour: Domestic (in-kind),EG81BC,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์ (สิ่งของ),Package tour (Domestic / Abroad) (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8102A,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ต่างประเทศ (ตัวเงิน),Package tour: Abroad (cash),EG8102A,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ต่างประเทศ (ตัวเงิน),Package tour: Abroad (cash),EG81A,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์ (ตัวเงิน),Package tour (Domestic / Abroad) (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8102BC,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ต่างประเทศ (สิ่งของ),Package tour: Abroad (in-kind),EG8102BC,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์: ต่างประเทศ (สิ่งของ),Package tour: Abroad (in-kind),EG81BC,ค่าใช้จ่ายเดินทางท่องเที่ยวกับทัวร์ (สิ่งของ),Package tour (Domestic / Abroad) (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG82A,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ในประเทศ (ตัวเงิน),Expense on goods/souvenir: Domestic (cash),EG82A,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ในประเทศ (ตัวเงิน),Expense on goods/souvenir: Domestic (cash),EG82A,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ในประเทศ (ตัวเงิน),Expense on goods/souvenir: Domestic (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG82BC,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ในประเทศ (สิ่งของ),Expense on goods/souvenir: Domestic (in-kind),EG82BC,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ในประเทศ (สิ่งของ),Expense on goods/souvenir: Domestic (in-kind),EG82BC,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ในประเทศ (สิ่งของ),Expense on goods/souvenir: Domestic (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG83A,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ต่างประเทศ (ตัวเงิน),Expense on goods/souvenir: Abroad (cash),EG83A,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ต่างประเทศ (ตัวเงิน),Expense on goods/souvenir: Abroad (cash),EG83A,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ต่างประเทศ (ตัวเงิน),Expense on goods/souvenir: Abroad (cash),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG83BC,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ต่างประเทศ (สิ่งของ),Expense on goods/souvenir: Abroad (in-kind),EG83BC,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ต่างประเทศ (สิ่งของ),Expense on goods/souvenir: Abroad (in-kind),EG83BC,ค่าซื้อสินค้า/ของที่ระลึก/ของฝาก: ต่างประเทศ (สิ่งของ),Expense on goods/souvenir: Abroad (in-kind),EGA_804,ค่าใช้จ่ายในการเดินทางโอกาสพิเศษและท่องเที่ยว,Special occasion travelling and tours,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8401A,เครื่องโทรศัพท์บ้าน (รวม ค่าบริการติดตั้ง) (ตัวเงิน),Telephone (Including installment fee) (cash),EG8401A,เครื่องโทรศัพท์บ้าน (รวม ค่าบริการติดตั้ง) (ตัวเงิน),Telephone (Including installment fee) (cash),EG84A,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (ตัวเงิน),Expense / Repair all types of telephones (cash),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8401BC,เครื่องโทรศัพท์บ้าน (รวม ค่าบริการติดตั้ง) (สิ่งของ),Telephone (Including installment fee) (in-kind),EG8401BC,เครื่องโทรศัพท์บ้าน (รวม ค่าบริการติดตั้ง) (สิ่งของ),Telephone (Including installment fee) (in-kind),EG84BC,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (สิ่งของ),Expense / Repair all types of telephones (in-kind),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8402A,ค่าเครื่อง (ตัวเงิน),Handset (cash),EG8402A,ค่าเครื่อง (ตัวเงิน),Handset (cash),EG84A,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (ตัวเงิน),Expense / Repair all types of telephones (cash),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8402BC,ค่าเครื่อง (สิ่งของ),Handset (in-kind),EG8402BC,ค่าเครื่อง (สิ่งของ),Handset (in-kind),EG84BC,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (สิ่งของ),Expense / Repair all types of telephones (in-kind),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8403A,แบตเตอรี่สำรอง (ตัวเงิน),Power Bank (cash),EG8403A,แบตเตอรี่สำรอง (ตัวเงิน),Power Bank (cash),EG84A,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (ตัวเงิน),Expense / Repair all types of telephones (cash),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8403BC,แบตเตอรี่สำรอง (สิ่งของ),Power Bank (in-kind),EG8403BC,แบตเตอรี่สำรอง (สิ่งของ),Power Bank (in-kind),EG84BC,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (สิ่งของ),Expense / Repair all types of telephones (in-kind),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8404A,หูฟัง (ตัวเงิน),Earphone (cash),EG8404A,หูฟัง (ตัวเงิน),Earphone (cash),EG84A,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (ตัวเงิน),Expense / Repair all types of telephones (cash),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8404BC,หูฟัง (สิ่งของ),Earphone (in-kind),EG8404BC,หูฟัง (สิ่งของ),Earphone (in-kind),EG84BC,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (สิ่งของ),Expense / Repair all types of telephones (in-kind),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8405A,อุปกรณ์เสริมอื่น ๆ (ตัวเงิน),Other accessories (cash),EG8405A,อุปกรณ์เสริมอื่น ๆ (ตัวเงิน),Other accessories (cash),EG84A,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (ตัวเงิน),Expense / Repair all types of telephones (cash),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8405BC,อุปกรณ์เสริมอื่น ๆ (สิ่งของ),Other accessories (in-kind),EG8405BC,อุปกรณ์เสริมอื่น ๆ (สิ่งของ),Other accessories (in-kind),EG84BC,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (สิ่งของ),Expense / Repair all types of telephones (in-kind),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8406A,ค่าซ่อมโทรศัพท์ทุกประเภท (ตัวเงิน),Repair all types of telephones (cash),EG8406A,ค่าซ่อมโทรศัพท์ทุกประเภท (ตัวเงิน),Repair all types of telephones (cash),EG84A,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (ตัวเงิน),Expense / Repair all types of telephones (cash),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8406BC,ค่าซ่อมโทรศัพท์ทุกประเภท (สิ่งของ),Repair all types of telephones (in-kind),EG8406BC,ค่าซ่อมโทรศัพท์ทุกประเภท (สิ่งของ),Repair all types of telephones (in-kind),EG84BC,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (สิ่งของ),Expense / Repair all types of telephones (in-kind),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG8407A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash),EG8407A,อื่น ๆ (ระบุ) (ตัวเงิน),Others (specify) (cash),EG84A,ค่าซื้อและซ่อมเครื่องโทรศัพท์ทุกประเภท (ตัวเงิน),Expense / Repair all types of telephones (cash),EGA_805,ค่าใช้จ่ายเกี่ยวกับการสื่อสาร  ,Communication  ,EGA_8,ค่าใช้จ่ายเกี่ยวกับการเดินทางและการสื่อสาร,Transportation and Communication,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
