ExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,ExpenditureGroup1Key,ThaiExpenditureGroup1Name,EnglishExpenditureGroup1Name,ExpenditureGroup2Key,ThaiExpenditureGroup2Name,EnglishExpenditureGroup2Name,ExpenditureGroup3Key,ThaiExpenditureGroup3Name,EnglishExpenditureGroup3Name,ExpenditureGroup4Key,ThaiExpenditureGroup4Name,EnglishExpenditureGroup4Name,ExpenditureGroup5Key,ThaiExpenditureGroup5Name,EnglishExpenditureGroup5Name
EG0101A,ค่าเช่าหรือค่าประเมินค่าเช่าที่อยู่อาศัย (ตัวเงิน),House rental payment / estimated value (cash),EG0101A,ค่าเช่าหรือค่าประเมินค่าเช่าที่อยู่อาศัย (ตัวเงิน),House rental payment / estimated value (cash),EG01A,ค่าเช่าหรือค่าประเมินค่าเช่าบ้านและที่ดิน (ตัวเงิน),Rent / Estimated rental value of house and land (cash),EGA_101,ค่าเช่าหรือค่าประเมินค่าเช่าบ้านและที่ดิน,Rent/ estimated rental value of house and land,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0101BC,ค่าเช่าหรือค่าประเมินค่าเช่าที่อยู่อาศัย (สิ่งของ),House rental payment / estimated value (in-kind),EG0101BC,ค่าเช่าหรือค่าประเมินค่าเช่าที่อยู่อาศัย (สิ่งของ),House rental payment / estimated value (in-kind),EG01BC,ค่าเช่าหรือค่าประเมินค่าเช่าบ้านและที่ดิน (สิ่งของ),Rent / Estimated rental value of house and land (in-kind),EGA_101,ค่าเช่าหรือค่าประเมินค่าเช่าบ้านและที่ดิน,Rent/ estimated rental value of house and land,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0102A,ค่าเช่าที่ดินหรือค่าประเมินค่าเช่าที่ดิน (ตัวเงิน),Land rental payment / estimated value (cash),EG0102A,ค่าเช่าที่ดินหรือค่าประเมินค่าเช่าที่ดิน (ตัวเงิน),Land rental payment / estimated value (cash),EG01A,ค่าเช่าหรือค่าประเมินค่าเช่าบ้านและที่ดิน (ตัวเงิน),Rent / Estimated rental value of house and land (cash),EGA_101,ค่าเช่าหรือค่าประเมินค่าเช่าบ้านและที่ดิน,Rent/ estimated rental value of house and land,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0102BC,ค่าเช่าที่ดินหรือค่าประเมินค่าเช่าที่ดิน (สิ่งของ),Land rental payment / estimated value (in-kind),EG0102BC,ค่าเช่าที่ดินหรือค่าประเมินค่าเช่าที่ดิน (สิ่งของ),Land rental payment / estimated value (in-kind),EG01BC,ค่าเช่าหรือค่าประเมินค่าเช่าบ้านและที่ดิน (สิ่งของ),Rent / Estimated rental value of house and land (in-kind),EGA_101,ค่าเช่าหรือค่าประเมินค่าเช่าบ้านและที่ดิน,Rent/ estimated rental value of house and land,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0201A,ค่าไม้ ไม้อัด และไม้เทียม (ตัวเงิน),Lumber / Plywood / Artificial wood (cash),EG0201A,ค่าไม้ ไม้อัด และไม้เทียม (ตัวเงิน),Lumber / Plywood / Artificial wood (cash),EG02A,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (ตัวเงิน),"Repair of dwelling  (Including construction materials, (cash)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0201BC,ค่าไม้ ไม้อัด และไม้เทียม (สิ่งของ),Lumber / Plywood / Artificial wood (in-kind),EG0201BC,ค่าไม้ ไม้อัด และไม้เทียม (สิ่งของ),Lumber / Plywood / Artificial wood (in-kind),EG02BC,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (สิ่งของ),"Repair of dwelling  (Including construction materials, (in-kind)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0202A,ค่าปูนซีเมนต์/ปูนผสมเสร็จ (ตัวเงิน),Cement / Ready-mixed concrete (cash),EG0202A,ค่าปูนซีเมนต์/ปูนผสมเสร็จ (ตัวเงิน),Cement / Ready-mixed concrete (cash),EG02A,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (ตัวเงิน),"Repair of dwelling  (Including construction materials, (cash)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0202BC,ค่าปูนซีเมนต์/ปูนผสมเสร็จ (สิ่งของ),Cement / Ready-mixed concrete (in-kind),EG0202BC,ค่าปูนซีเมนต์/ปูนผสมเสร็จ (สิ่งของ),Cement / Ready-mixed concrete (in-kind),EG02BC,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (สิ่งของ),"Repair of dwelling  (Including construction materials, (in-kind)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0203A,ค่าอิฐ/คอนกรีตบล๊อก/อิฐมวลเบา (ตัวเงิน),Brick / Concrete block / Lightweight concrete (cash),EG0203A,ค่าอิฐ/คอนกรีตบล๊อก/อิฐมวลเบา (ตัวเงิน),Brick / Concrete block / Lightweight concrete (cash),EG02A,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (ตัวเงิน),"Repair of dwelling  (Including construction materials, (cash)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0203BC,ค่าอิฐ/คอนกรีตบล๊อก/อิฐมวลเบา (สิ่งของ),Brick / Concrete block / Lightweight concrete (in-kind),EG0203BC,ค่าอิฐ/คอนกรีตบล๊อก/อิฐมวลเบา (สิ่งของ),Brick / Concrete block / Lightweight concrete (in-kind),EG02BC,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (สิ่งของ),"Repair of dwelling  (Including construction materials, (in-kind)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0204A,ค่าสังกะสี/เมทัลชีล (ตัวเงิน),Zinc / Metal sheet (cash),EG0204A,ค่าสังกะสี/เมทัลชีล (ตัวเงิน),Zinc / Metal sheet (cash),EG02A,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (ตัวเงิน),"Repair of dwelling  (Including construction materials, (cash)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0204BC,ค่าสังกะสี/เมทัลชีล (สิ่งของ),Zinc / Metal sheet (in-kind),EG0204BC,ค่าสังกะสี/เมทัลชีล (สิ่งของ),Zinc / Metal sheet (in-kind),EG02BC,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (สิ่งของ),"Repair of dwelling  (Including construction materials, (in-kind)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0205A,ค่าทาสีบ้าน (ตัวเงิน),Paint (cash),EG0205A,ค่าทาสีบ้าน (ตัวเงิน),Paint (cash),EG02A,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (ตัวเงิน),"Repair of dwelling  (Including construction materials, (cash)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0205BC,ค่าทาสีบ้าน (สิ่งของ),Paint (in-kind),EG0205BC,ค่าทาสีบ้าน (สิ่งของ),Paint (in-kind),EG02BC,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (สิ่งของ),"Repair of dwelling  (Including construction materials, (in-kind)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0206A,ค่าจ้างเหมา (ค่าแรงพร้อมวัสดุก่อสร้าง) (ตัวเงิน),Wage for a contract (cash),EG0206A,ค่าจ้างเหมา (ค่าแรงพร้อมวัสดุก่อสร้าง) (ตัวเงิน),Wage for a contract (cash),EG02A,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (ตัวเงิน),"Repair of dwelling  (Including construction materials, (cash)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0206BC,ค่าจ้างเหมา (ค่าแรงพร้อมวัสดุก่อสร้าง) (สิ่งของ),Wage for a contract (in-kind),EG0206BC,ค่าจ้างเหมา (ค่าแรงพร้อมวัสดุก่อสร้าง) (สิ่งของ),Wage for a contract (in-kind),EG02BC,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (สิ่งของ),"Repair of dwelling  (Including construction materials, (in-kind)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0207A,"ค่าแรง (ทาสีบ้าน, ปูกระเบื้องและอื่น ๆ) (ตัวเงิน)","Wage (Paint, Tile and others) (cash)",EG0207A,"ค่าแรง (ทาสีบ้าน, ปูกระเบื้องและอื่น ๆ) (ตัวเงิน)","Wage (Paint, Tile and others) (cash)",EG02A,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (ตัวเงิน),"Repair of dwelling  (Including construction materials, (cash)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0207BC,"ค่าแรง (ทาสีบ้าน, ปูกระเบื้องและอื่น ๆ) (สิ่งของ)","Wage (Paint, Tile and others) (in-kind)",EG0207BC,"ค่าแรง (ทาสีบ้าน, ปูกระเบื้องและอื่น ๆ) (สิ่งของ)","Wage (Paint, Tile and others) (in-kind)",EG02BC,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (สิ่งของ),"Repair of dwelling  (Including construction materials, (in-kind)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0208A,ค่าวัสดุก่อสร้างอื่น ๆ (ระบุ) (ตัวเงิน),Other construction equipment (specify) (cash),EG0208A,ค่าวัสดุก่อสร้างอื่น ๆ (ระบุ) (ตัวเงิน),Other construction equipment (specify) (cash),EG02A,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (ตัวเงิน),"Repair of dwelling  (Including construction materials, (cash)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0208BC,ค่าวัสดุก่อสร้างอื่น ๆ (ระบุ) (สิ่งของ),Other construction equipment (specify) (in-kind),EG0208BC,ค่าวัสดุก่อสร้างอื่น ๆ (ระบุ) (สิ่งของ),Other construction equipment (specify) (in-kind),EG02BC,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ (สิ่งของ),"Repair of dwelling  (Including construction materials, (in-kind)",EGA_102,ค่าซ่อมแซมบ้าน รวมค่าวัสดุก่อสร้างที่ใช้ ,Repair of dwelling,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0301A,ค่าฝักบัวอาบน้ำ/ค่าชุดสายฉีดชำระ (ตัวเงิน),Shower / Toilet spray hose (cash),EG0301A,ค่าฝักบัวอาบน้ำ/ค่าชุดสายฉีดชำระ (ตัวเงิน),Shower / Toilet spray hose (cash),EG03A,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (ตัวเงิน),Installation / Repair plumbing and bathroom (cash),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0301BC,ค่าฝักบัวอาบน้ำ/ค่าชุดสายฉีดชำระ (สิ่งของ),Shower / Toilet spray hose (in-kind),EG0301BC,ค่าฝักบัวอาบน้ำ/ค่าชุดสายฉีดชำระ (สิ่งของ),Shower / Toilet spray hose (in-kind),EG03BC,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (สิ่งของ),Installation / Repair plumbing and bathroom (in-kind),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0302A,ค่าท่อพีวีซีประปา (ตัวเงิน),The PVC pipe (cash),EG0302A,ค่าท่อพีวีซีประปา (ตัวเงิน),The PVC pipe (cash),EG03A,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (ตัวเงิน),Installation / Repair plumbing and bathroom (cash),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0302BC,ค่าท่อพีวีซีประปา (สิ่งของ),The PVC pipe (in-kind),EG0302BC,ค่าท่อพีวีซีประปา (สิ่งของ),The PVC pipe (in-kind),EG03BC,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (สิ่งของ),Installation / Repair plumbing and bathroom (in-kind),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0303A,ค่าชุดก็อกน้ำซิงค์ (ตัวเงิน),Faucet (cash),EG0303A,ค่าชุดก็อกน้ำซิงค์ (ตัวเงิน),Faucet (cash),EG03A,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (ตัวเงิน),Installation / Repair plumbing and bathroom (cash),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0303BC,ค่าชุดก็อกน้ำซิงค์ (สิ่งของ),Faucet (in-kind),EG0303BC,ค่าชุดก็อกน้ำซิงค์ (สิ่งของ),Faucet (in-kind),EG03BC,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (สิ่งของ),Installation / Repair plumbing and bathroom (in-kind),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0304A,ค่าแรง/ค่าจ้างเหมาช่างประปา (ตัวเงิน),Plumber's wages / Wage for a contract (cash),EG0304A,ค่าแรง/ค่าจ้างเหมาช่างประปา (ตัวเงิน),Plumber's wages / Wage for a contract (cash),EG03A,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (ตัวเงิน),Installation / Repair plumbing and bathroom (cash),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0304BC,ค่าแรง/ค่าจ้างเหมาช่างประปา (สิ่งของ),Plumber's wages / Wage for a contract (in-kind),EG0304BC,ค่าแรง/ค่าจ้างเหมาช่างประปา (สิ่งของ),Plumber's wages / Wage for a contract (in-kind),EG03BC,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (สิ่งของ),Installation / Repair plumbing and bathroom (in-kind),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0305A,ค่าอุปกรณ์ระบบท่อน้ำประปาอื่น ๆ (ระบุ) (ตัวเงิน),Other water supply equipments (specify) (cash),EG0305A,ค่าอุปกรณ์ระบบท่อน้ำประปาอื่น ๆ (ระบุ) (ตัวเงิน),Other water supply equipments (specify) (cash),EG03A,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (ตัวเงิน),Installation / Repair plumbing and bathroom (cash),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0305BC,ค่าอุปกรณ์ระบบท่อน้ำประปาอื่น ๆ (ระบุ) (สิ่งของ),Other water supply equipments (specify) (in-kind),EG0305BC,ค่าอุปกรณ์ระบบท่อน้ำประปาอื่น ๆ (ระบุ) (สิ่งของ),Other water supply equipments (specify) (in-kind),EG03BC,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (สิ่งของ),Installation / Repair plumbing and bathroom (in-kind),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0306A,ค่าแรง/ค่าจ้างเหมา (ตัวเงิน),"Wage / Wage for a contract, (cash)",EG0306A,ค่าแรง/ค่าจ้างเหมา (ตัวเงิน),"Wage / Wage for a contract, (cash)",EG03A,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (ตัวเงิน),Installation / Repair plumbing and bathroom (cash),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0306BC,ค่าแรง/ค่าจ้างเหมา (สิ่งของ),"Wage / Wage for a contract, (in-kind)",EG0306BC,ค่าแรง/ค่าจ้างเหมา (สิ่งของ),"Wage / Wage for a contract, (in-kind)",EG03BC,ค่าติดตั้ง/ซ่อมแซมระบบประปา (รวม ห้องน้ำ) (สิ่งของ),Installation / Repair plumbing and bathroom (in-kind),EGA_103,ค่าติดตั้ง/ ซ่อมแซมระบบประปา,Installation/ repair plumbing and bathroom appliances,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0401A,ค่าอุปกรณ์ระบบไฟฟ้าทุกชนิด (ตัวเงิน),electric equipments (cash),EG0401A,ค่าอุปกรณ์ระบบไฟฟ้าทุกชนิด (ตัวเงิน),electric equipments (cash),EG04A,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน (ตัวเงิน),Installation / Repair electricity (cash),EGA_104,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน,Installation / Repair electricity         ,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0401BC,ค่าอุปกรณ์ระบบไฟฟ้าทุกชนิด (สิ่งของ),electric equipments (in-kind),EG0401BC,ค่าอุปกรณ์ระบบไฟฟ้าทุกชนิด (สิ่งของ),electric equipments (in-kind),EG04BC,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน (สิ่งของ),Installation / Repair electricity (in-kind),EGA_104,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน,Installation / Repair electricity         ,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0402A,ค่าแรง (ตัวเงิน),Wage (cash),EG0402A,ค่าแรง (ตัวเงิน),Wage (cash),EG04A,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน (ตัวเงิน),Installation / Repair electricity (cash),EGA_104,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน,Installation / Repair electricity         ,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0402BC,ค่าแรง (สิ่งของ),Wage (in-kind),EG0402BC,ค่าแรง (สิ่งของ),Wage (in-kind),EG04BC,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน (สิ่งของ),Installation / Repair electricity (in-kind),EGA_104,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน,Installation / Repair electricity         ,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0403A,ค่าจ้างเหมา (ตัวเงิน),Wage for a contract (cash),EG0403A,ค่าจ้างเหมา (ตัวเงิน),Wage for a contract (cash),EG04A,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน (ตัวเงิน),Installation / Repair electricity (cash),EGA_104,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน,Installation / Repair electricity         ,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG0403BC,ค่าจ้างเหมา (สิ่งของ),Wage for a contract (in-kind),EG0403BC,ค่าจ้างเหมา (สิ่งของ),Wage for a contract (in-kind),EG04BC,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน (สิ่งของ),Installation / Repair electricity (in-kind),EGA_104,ค่าติดตั้ง/ซ่อมแซมระบบไฟฟ้าในบ้าน,Installation / Repair electricity         ,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
EG05A,เครื่องมือ/อุปกรณ์สำหรับซ่อมแซมบ้าน (ตัวเงิน),Tools / Equipment (cash),EG05A,เครื่องมือ/อุปกรณ์สำหรับซ่อมแซมบ้าน (ตัวเงิน),Tools / Equipment (cash),EG05A,เครื่องมือ/อุปกรณ์สำหรับซ่อมแซมบ้าน (ตัวเงิน),Tools / Equipment (cash),EGA_105,เครื่องมือ/อุปกรณ์สำหรับซ่อมแซมบ้าน,Tools / Equipment,EGA_1,ค่าใช้จ่ายเกี่ยวกับที่อยู่อาศัย,Expenditures on dwelling,EGA,ค่าใช้จ่ายอุปโภคบริโภคของครัวเรือน,Consumption expenditures
