ExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,ExpenditureGroup1Key,ThaiExpenditureGroup1Name,EnglishExpenditureGroup1Name,ExpenditureGroup2Key,ThaiExpenditureGroup2Name,EnglishExpenditureGroup2Name,ExpenditureGroup3Key,ThaiExpenditureGroup3Name,EnglishExpenditureGroup3Name,ExpenditureGroup4Key,ThaiExpenditureGroup4Name,EnglishExpenditureGroup4Name
EF13_202BC,ข้าวผัด (สิ่งของ),Lunch: Fried rice (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_203A,ผัดซีอิ๊ว/ราดหน้า (ตัวเงิน),Lunch: Fried stir noodles with soy sauce / (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_203BC,ผัดซีอิ๊ว/ราดหน้า (สิ่งของ),Lunch: Fried stir noodles with soy sauce / (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_204A,ข้าวหมูแดง/หมูกรอบ/ข้าวมันไก่ (ตัวเงิน),Lunch: Red pork rice / crispy pork / rice steamed (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_204BC,ข้าวหมูแดง/หมูกรอบ/ข้าวมันไก่ (สิ่งของ),Lunch: Red pork rice / crispy pork / rice steamed (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_205A,ส้มตำ (ตัวเงิน),Lunch: Green papaya salad (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_205BC,ส้มตำ (สิ่งของ),Lunch: Green papaya salad (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_206A,ยำประเภทต่าง ๆ (ตัวเงิน),Lunch: Various spicy salad (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_206BC,ยำประเภทต่าง ๆ (สิ่งของ),Lunch: Various spicy salad (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_207A,กับข้าวสำเร็จรูป (แกงถุง) (ตัวเงิน),Lunch: Curry bag (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_207BC,กับข้าวสำเร็จรูป (แกงถุง) (สิ่งของ),Lunch: Curry bag (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_208A,ก๋วยเตี๋ยว/บะหมี่ (ตัวเงิน),Lunch: Noodles (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_208BC,ก๋วยเตี๋ยว/บะหมี่ (สิ่งของ),Lunch: Noodles (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_209A,โจ๊ก/ข้าวต้มทรงเครื่อง (ตัวเงิน),Lunch: Congee / Boiled Rice (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_209BC,โจ๊ก/ข้าวต้มทรงเครื่อง (สิ่งของ),Lunch: Congee / Boiled Rice (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_210A,ต้มเลือดหมู (ตัวเงิน),Lunch: Blood tofu soup (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_210BC,ต้มเลือดหมู (สิ่งของ),Lunch: Blood tofu soup (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_211A,ข้าวราดผัดกะเพรา (ตัวเงิน),Lunch: Fried basil on rice (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_211BC,ข้าวราดผัดกะเพรา (สิ่งของ),Lunch: Fried basil on rice (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_212A,ข้าวเปล่า (ตัวเงิน),Lunch: Streamed rice (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_212BC,ข้าวเปล่า (สิ่งของ),Lunch: Streamed rice (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_213A,ต้มยำ (ตัวเงิน),Lunch: Spicy soup (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_213BC,ต้มยำ (สิ่งของ),Lunch: Spicy soup (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_214A,ผัดผัก (ตัวเงิน),Lunch: Stir-fried vegetables (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_214BC,ผัดผัก (สิ่งของ),Lunch: Stir-fried vegetables (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_215A,ชุดสุกี้พร้อมทาน (ตัวเงิน),Lunch: Ready-to-eat Suki Set (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_215BC,ชุดสุกี้พร้อมทาน (สิ่งของ),Lunch: Ready-to-eat Suki Set (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_216A,อาหารประเภทฟาสต์ฟู้ด (ตัวเงิน),Lunch: Fast food (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_216BC,อาหารประเภทฟาสต์ฟู้ด (สิ่งของ),Lunch: Fast food (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_217A,ไก่ย่าง/ไก่ทอด (ตัวเงิน),Lunch: Grilled Chicken / Fried Chicken (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_217BC,ไก่ย่าง/ไก่ทอด (สิ่งของ),Lunch: Grilled Chicken / Fried Chicken (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_218A,เป็ดพะโล้/เป็ดย่าง (ตัวเงิน),Lunch: Stewed Duck / Roasted Duck (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_218BC,เป็ดพะโล้/เป็ดย่าง (สิ่งของ),Lunch: Stewed Duck / Roasted Duck (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_219A,หมูย่าง/หมูทอด (ตัวเงิน),Lunch: Grilled pork / fried pork (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_219BC,หมูย่าง/หมูทอด (สิ่งของ),Lunch: Grilled pork / fried pork (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_220A,ปลาทอด/ปลาเผา/ปลาย่าง/ปลาราดพริก (ตัวเงิน),Lunch: Fried fish / grilled fish / chili topped fish (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_220BC,ปลาทอด/ปลาเผา/ปลาย่าง/ปลาราดพริก (สิ่งของ),Lunch: Fried fish / grilled fish / chili topped fish (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_221A,กุ้งเผา (ตัวเงิน),Lunch: Grilled shrimp (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_221BC,กุ้งเผา (สิ่งของ),Lunch: Grilled shrimp (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_222A,ปูนึ่ง (ตัวเงิน),Lunch: Steamed crab (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_222BC,ปูนึ่ง (สิ่งของ),Lunch: Steamed crab (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_223A,อาหารกลางวันอื่น ๆ (ระบุ) (รวม อาหารปิ่นโต) (ตัวเงิน),Lunch: Other lunch (specify) (Including tiffin) (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_223BC,อาหารกลางวันอื่น ๆ (ระบุ) (รวม อาหารปิ่นโต) (สิ่งของ),Lunch: Other lunch (specify) (Including tiffin) (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_224A,เครื่องดื่มที่ไม่มีแอลกอฮอล์ (ตัวเงิน),Lunch: Non-alcoholic beverages (cash),EF13_2A,อาหารกลางวัน (ตัวเงิน),Lunch (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_224BC,เครื่องดื่มที่ไม่มีแอลกอฮอล์ (สิ่งของ),Lunch: Non-alcoholic beverages (in-kind),EF13_2BC,อาหารกลางวัน (สิ่งของ),Lunch (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_301A,ข้าวราดแกง (ตัวเงิน),Dinner: Rice and curry (cash),EF13_3A,อาหารเย็น (ตัวเงิน),Dinner (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_301BC,ข้าวราดแกง (สิ่งของ),Dinner: Rice and curry (in-kind),EF13_3BC,อาหารเย็น (สิ่งของ),Dinner (in-kind),EF13BC,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (สิ่งของ),Food and Non-alcoholic beverages (Consumed away from home) (in-kind),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF13_302A,ข้าวผัด (ตัวเงิน),Dinner: Fried rice (cash),EF13_3A,อาหารเย็น (ตัวเงิน),Dinner (cash),EF13A,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์ (บริโภคนอกบ้าน) (ตัวเงิน),Food and Non-alcoholic beverages (Consumed away from home) (cash),EF_12,อาหารและเครื่องดื่มที่ไม่มีแอลกอฮอล์,Food and non-alcoholic beverages (consumed away from home),EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
