ExpenditureKey,ThaiExpenditureName,EnglishExpenditureName,ExpenditureGroup1Key,ThaiExpenditureGroup1Name,EnglishExpenditureGroup1Name,ExpenditureGroup2Key,ThaiExpenditureGroup2Name,EnglishExpenditureGroup2Name,ExpenditureGroup3Key,ThaiExpenditureGroup3Name,EnglishExpenditureGroup3Name,ExpenditureGroup4Key,ThaiExpenditureGroup4Name,EnglishExpenditureGroup4Name
EF0321A,ปลาหมึกแห้ง (ตัวเงิน),Dried squid (cash),EF0321A,ปลาหมึกแห้ง (ตัวเงิน),Dried squid (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0321BC,ปลาหมึกแห้ง (สิ่งของ),Dried squid (in-kind),EF0321BC,ปลาหมึกแห้ง (สิ่งของ),Dried squid (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0322A,ปลาสลิดแห้ง (ตัวเงิน),Dried snakeskin gourami (cash),EF0322A,ปลาสลิดแห้ง (ตัวเงิน),Dried snakeskin gourami (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0322BC,ปลาสลิดแห้ง (สิ่งของ),Dried snakeskin gourami (in-kind),EF0322BC,ปลาสลิดแห้ง (สิ่งของ),Dried snakeskin gourami (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0323A,ปลาช่อนแห้ง (ตัวเงิน),Dried striped snake - head fish (cash),EF0323A,ปลาช่อนแห้ง (ตัวเงิน),Dried striped snake - head fish (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0323BC,ปลาช่อนแห้ง (สิ่งของ),Dried striped snake - head fish (in-kind),EF0323BC,ปลาช่อนแห้ง (สิ่งของ),Dried striped snake - head fish (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0324A,ปลาทูเค็ม (ตัวเงิน),Salted chub mackerel (cash),EF0324A,ปลาทูเค็ม (ตัวเงิน),Salted chub mackerel (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0324BC,ปลาทูเค็ม (สิ่งของ),Salted chub mackerel (in-kind),EF0324BC,ปลาทูเค็ม (สิ่งของ),Salted chub mackerel (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0325A,ปลาอินทรีย์เค็ม (ตัวเงิน),Salted spanish mackerel (cash),EF0325A,ปลาอินทรีย์เค็ม (ตัวเงิน),Salted spanish mackerel (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0325BC,ปลาอินทรีย์เค็ม (สิ่งของ),Salted spanish mackerel (in-kind),EF0325BC,ปลาอินทรีย์เค็ม (สิ่งของ),Salted spanish mackerel (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0326A,ปลาหางแข็งเค็ม (ตัวเงิน),Salted trevally (cash),EF0326A,ปลาหางแข็งเค็ม (ตัวเงิน),Salted trevally (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0326BC,ปลาหางแข็งเค็ม (สิ่งของ),Salted trevally (in-kind),EF0326BC,ปลาหางแข็งเค็ม (สิ่งของ),Salted trevally (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0327A,กุ้งแห้ง (ตัวเงิน),Dried shrimp (cash),EF0327A,กุ้งแห้ง (ตัวเงิน),Dried shrimp (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0327BC,กุ้งแห้ง (สิ่งของ),Dried shrimp (in-kind),EF0327BC,กุ้งแห้ง (สิ่งของ),Dried shrimp (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0328A,ปูเค็ม (ตัวเงิน),Salted crab (cash),EF0328A,ปูเค็ม (ตัวเงิน),Salted crab (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0328BC,ปูเค็ม (สิ่งของ),Salted crab (in-kind),EF0328BC,ปูเค็ม (สิ่งของ),Salted crab (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0329A,ลูกชิ้นปลา (ตัวเงิน),Fish balls (cash),EF0329A,ลูกชิ้นปลา (ตัวเงิน),Fish balls (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0329BC,ลูกชิ้นปลา (สิ่งของ),Fish balls (in-kind),EF0329BC,ลูกชิ้นปลา (สิ่งของ),Fish balls (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0330A,ปลาร้า (ตัวเงิน),Fermented fish (cash),EF0330A,ปลาร้า (ตัวเงิน),Fermented fish (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0330BC,ปลาร้า (สิ่งของ),Fermented fish (in-kind),EF0330BC,ปลาร้า (สิ่งของ),Fermented fish (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0331A,ปูอัด (ตัวเงิน),Crab sticks (cash),EF0331A,ปูอัด (ตัวเงิน),Crab sticks (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0331BC,ปูอัด (สิ่งของ),Crab sticks (in-kind),EF0331BC,ปูอัด (สิ่งของ),Crab sticks (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0332A,ปลากระป๋อง (ตัวเงิน),Canned fish (cash),EF0332A,ปลากระป๋อง (ตัวเงิน),Canned fish (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0332BC,ปลากระป๋อง (สิ่งของ),Canned fish (in-kind),EF0332BC,ปลากระป๋อง (สิ่งของ),Canned fish (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0333A,ปลาทูนึ่ง (ตัวเงิน),Steamed Mackerel (cash),EF0333A,ปลาทูนึ่ง (ตัวเงิน),Steamed Mackerel (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0333BC,ปลาทูนึ่ง (สิ่งของ),Steamed Mackerel (in-kind),EF0333BC,ปลาทูนึ่ง (สิ่งของ),Steamed Mackerel (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0334A,สัตว์น้ำ (แปรรูป) อื่น ๆ (ระบุ) (ตัวเงิน),Other processed aquatic animals (specify) (cash),EF0334A,สัตว์น้ำ (แปรรูป) อื่น ๆ (ระบุ) (ตัวเงิน),Other processed aquatic animals (specify) (cash),EF03A,ปลาและสัตว์น้ำอื่น ๆ (ตัวเงิน),Fishes and Seafood (cash),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0334BC,สัตว์น้ำ (แปรรูป) อื่น ๆ (ระบุ) (สิ่งของ),Other processed aquatic animals (specify) (in-kind),EF0334BC,สัตว์น้ำ (แปรรูป) อื่น ๆ (ระบุ) (สิ่งของ),Other processed aquatic animals (specify) (in-kind),EF03BC,ปลาและสัตว์น้ำอื่น ๆ (สิ่งของ),Fishes and Seafood (in-kind),EF_3,ปลาและสัตว์น้ำอื่น ๆ,Fishes and Seafood,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0401A,นมสด (ตัวเงิน),Fresh milk (cash),EF0401A,นมสด (ตัวเงิน),Fresh milk (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0401BC,นมสด (สิ่งของ),Fresh milk (in-kind),EF0401BC,นมสด (สิ่งของ),Fresh milk (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0402A,นมโรงเรียนทุกประเภท (ตัวเงิน),All types of school milk (cash),EF0402A,นมโรงเรียนทุกประเภท (ตัวเงิน),All types of school milk (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0402BC,นมโรงเรียนทุกประเภท (สิ่งของ),All types of school milk (in-kind),EF0402BC,นมโรงเรียนทุกประเภท (สิ่งของ),All types of school milk (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0403A,นมเปรี้ยว/โยเกิร์ต (ตัวเงิน),Drinking yoghurt / Yoghurt (cash),EF0403A,นมเปรี้ยว/โยเกิร์ต (ตัวเงิน),Drinking yoghurt / Yoghurt (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0403BC,นมเปรี้ยว/โยเกิร์ต (สิ่งของ),Drinking yoghurt / Yoghurt (in-kind),EF0403BC,นมเปรี้ยว/โยเกิร์ต (สิ่งของ),Drinking yoghurt / Yoghurt (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0404A,นมถั่วเหลือง (ตัวเงิน),Soybean milk (cash),EF0404A,นมถั่วเหลือง (ตัวเงิน),Soybean milk (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0404BC,นมถั่วเหลือง (สิ่งของ),Soybean milk (in-kind),EF0404BC,นมถั่วเหลือง (สิ่งของ),Soybean milk (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0405A,ไข่ไก่ (ตัวเงิน),Hen eggs (cash),EF0405A,ไข่ไก่ (ตัวเงิน),Hen eggs (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0405BC,ไข่ไก่ (สิ่งของ),Hen eggs (in-kind),EF0405BC,ไข่ไก่ (สิ่งของ),Hen eggs (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0406A,ไข่เป็ด (ตัวเงิน),Duck eggs (cash),EF0406A,ไข่เป็ด (ตัวเงิน),Duck eggs (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0406BC,ไข่เป็ด (สิ่งของ),Duck eggs (in-kind),EF0406BC,ไข่เป็ด (สิ่งของ),Duck eggs (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0407A,ไข่เค็ม (ตัวเงิน),Salted eggs (cash),EF0407A,ไข่เค็ม (ตัวเงิน),Salted eggs (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0407BC,ไข่เค็ม (สิ่งของ),Salted eggs (in-kind),EF0407BC,ไข่เค็ม (สิ่งของ),Salted eggs (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0408A,ไข่ชนิดอื่น ๆ (ระบุ) (ตัวเงิน),Other eggs (specify) (cash),EF0408A,ไข่ชนิดอื่น ๆ (ระบุ) (ตัวเงิน),Other eggs (specify) (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0408BC,ไข่ชนิดอื่น ๆ (ระบุ) (สิ่งของ),Other eggs (specify) (in-kind),EF0408BC,ไข่ชนิดอื่น ๆ (ระบุ) (สิ่งของ),Other eggs (specify) (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0409A,นมข้นหวาน (ตัวเงิน),Sweetened condensed milk (cash),EF0409A,นมข้นหวาน (ตัวเงิน),Sweetened condensed milk (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0409BC,นมข้นหวาน (สิ่งของ),Sweetened condensed milk (in-kind),EF0409BC,นมข้นหวาน (สิ่งของ),Sweetened condensed milk (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0410A,นมผง (ตัวเงิน),Milk powder (cash),EF0410A,นมผง (ตัวเงิน),Milk powder (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0410BC,นมผง (สิ่งของ),Milk powder (in-kind),EF0410BC,นมผง (สิ่งของ),Milk powder (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0411A,ครีมเทียม (ตัวเงิน),Non - diary cream (cash),EF0411A,ครีมเทียม (ตัวเงิน),Non - diary cream (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0411BC,ครีมเทียม (สิ่งของ),Non - diary cream (in-kind),EF0411BC,ครีมเทียม (สิ่งของ),Non - diary cream (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0412A,เครื่องดื่ม/ผลิตภัณฑ์อื่น ๆ ที่ทำจากนม (ระบุ) (ตัวเงิน),Other products made from milk (specify) (cash),EF0412A,เครื่องดื่ม/ผลิตภัณฑ์อื่น ๆ ที่ทำจากนม (ระบุ) (ตัวเงิน),Other products made from milk (specify) (cash),EF04A,อาหารประเภทนม เนย เนยแข็งและไข่ (ตัวเงิน),"Milk, Butter, Cheese and Eggs (cash)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0412BC,เครื่องดื่ม/ผลิตภัณฑ์อื่น ๆ ที่ทำจากนม (ระบุ) (สิ่งของ),Other products made from milk (specify) (in-kind),EF0412BC,เครื่องดื่ม/ผลิตภัณฑ์อื่น ๆ ที่ทำจากนม (ระบุ) (สิ่งของ),Other products made from milk (specify) (in-kind),EF04BC,อาหารประเภทนม เนย เนยแข็งและไข่ (สิ่งของ),"Milk, Butter, Cheese and Eggs (in-kind)",EF_4,อาหารประเภทนม เนย เนยแข็งและไข่,"Milk, Butter, Cheese and Eggs",EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0501A,น้ำมันพืช (ตัวเงิน),Vegetable oil (cash),EF0501A,น้ำมันพืช (ตัวเงิน),Vegetable oil (cash),EF05A,น้ำมัน และ ไขมัน (ตัวเงิน),Oil and Fat (cash),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0501BC,น้ำมันพืช (สิ่งของ),Vegetable oil (in-kind),EF0501BC,น้ำมันพืช (สิ่งของ),Vegetable oil (in-kind),EF05BC,น้ำมัน และ ไขมัน (สิ่งของ),Oil and Fat (in-kind),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0502A,น้ำมันสัตว์ (ตัวเงิน),Lard oil (cash),EF0502A,น้ำมันสัตว์ (ตัวเงิน),Lard oil (cash),EF05A,น้ำมัน และ ไขมัน (ตัวเงิน),Oil and Fat (cash),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0502BC,น้ำมันสัตว์ (สิ่งของ),Lard oil (in-kind),EF0502BC,น้ำมันสัตว์ (สิ่งของ),Lard oil (in-kind),EF05BC,น้ำมัน และ ไขมัน (สิ่งของ),Oil and Fat (in-kind),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0503A,กะทิสำเร็จรูป (กล่อง/ขวด) (ตัวเงิน),Coconut milk (box/bottle) (cash),EF0503A,กะทิสำเร็จรูป (กล่อง/ขวด) (ตัวเงิน),Coconut milk (box/bottle) (cash),EF05A,น้ำมัน และ ไขมัน (ตัวเงิน),Oil and Fat (cash),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0503BC,กะทิสำเร็จรูป (กล่อง/ขวด) (สิ่งของ),Coconut milk (box/bottle) (in-kind),EF0503BC,กะทิสำเร็จรูป (กล่อง/ขวด) (สิ่งของ),Coconut milk (box/bottle) (in-kind),EF05BC,น้ำมัน และ ไขมัน (สิ่งของ),Oil and Fat (in-kind),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0504A,มะพร้าวขูด/คั้นสด (ตัวเงิน),Scraped / freshly squeezed coconut (cash),EF0504A,มะพร้าวขูด/คั้นสด (ตัวเงิน),Scraped / freshly squeezed coconut (cash),EF05A,น้ำมัน และ ไขมัน (ตัวเงิน),Oil and Fat (cash),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0504BC,มะพร้าวขูด/คั้นสด (สิ่งของ),Scraped / freshly squeezed coconut (in-kind),EF0504BC,มะพร้าวขูด/คั้นสด (สิ่งของ),Scraped / freshly squeezed coconut (in-kind),EF05BC,น้ำมัน และ ไขมัน (สิ่งของ),Oil and Fat (in-kind),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
EF0505A,ไขมันและน้ำมันอื่น ๆ (ระบุ) (ตัวเงิน),Other fats and oils (specify) (cash),EF0505A,ไขมันและน้ำมันอื่น ๆ (ระบุ) (ตัวเงิน),Other fats and oils (specify) (cash),EF05A,น้ำมัน และ ไขมัน (ตัวเงิน),Oil and Fat (cash),EF_5,น้ำมัน และ ไขมัน,Oil and Fat,EFA,ค่าใช้จ่ายอาหารและเครื่องดื่ม,Expenditure on food and beverages
